"Species","ForStrat_terrestrial","ForStrat_aquatic","Activity.Nocturnal","Activity.Crepuscular","Activity.Diurnal","female_maturity_d","male_maturity_d","weaning_d","litters_or_clutches_per_y","longevity_y","adult_svl_cm","infantMortalityRate_per_year","mortalityRateDoublingTime_y","metabolicRate_W","temperature_K","diet_breadth","development_d","mass_specific_production","log_litterclutch_size_n","log_inter_litterbirth_interval_y","log_birthhatching_weight_g","log_weaning_weight_g","log_adult_body_mass_g","log_female_body_mass_g","log_male_body_mass_g","tnc_ecoregion_breadth","log_range_size","X2.1_AgeatEyeOpening_d","X9.1_GestationLen_d","X10.2_SocialGrpSize","X24.1_TeatNumber","X6.2_TrophicLevel","X13.3_WeaningHeadBodyLen_mm","X26.2_GR_MaxLat_dd","X26.3_GR_MinLat_dd","X26.4_GR_MidRangeLat_dd","X26.5_GR_MaxLong_dd","X26.6_GR_MinLong_dd","X26.7_GR_MidRangeLong_dd","X27.4_HuPopDen_Change","X28.1_Precip_Mean_mm","X28.2_Temp_Mean_01degC","X30.1_AET_Mean_mm","X30.2_PET_Mean_mm","log_DispersalAge_d","log_HomeRange_km2","log_HomeRange_Indiv_km2","log_PopulationDensity_n.km2","log_PopulationGrpSize","log_HuPopDen_Min_n.km2","log_HuPopDen_Mean_n.km2","log_HuPopDen_5p_n.km2","log_NeonateHeadBodyLen_mm","log_WOS_hits","Afrosoricida","Artiodactyla","Carnivora","Cetacea","Chiroptera","Cingulata","Dasyuromorphia","Didelphimorphia","Diprotodontia","Erinaceomorpha","Lagomorpha","Macroscelidea","Monotremata","Perissodactyla","Pholidota","Primates","Proboscidea","Rodentia","Sirenia","Soricomorpha","Tubulidentata","traits_wild"
"Marmosops handleyi",1,0,1,0,0,358.354268169846,552.898544296293,113.813453212463,1.78309186274056,2.58718776334667,11.3,NA,NA,NA,NA,0.2,96.0264582784734,0.493813940666591,0.650610545140123,-0.0208302908312269,1.18472542859512,3.09506694834768,3.40119738166216,3.29583686600433,3.38439026334577,1,4.22519377387812,NA,108.857690147916,NA,NA,NA,NA,7.19,7,7.1,-75.36,-75.56,-75.46,0.11,145,189,1547.5,1621.5,NA,-2.30220829396186,-2.79743897320123,5.31430063770548,NA,2.94443897916644,2.94443897916644,2.94443897916644,4.08654029542912,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Marmosops juninensis",1,0,1,0,0,150.584515704441,553.650213654201,45.3541660569966,2.32235768908995,4.48374425350948,10.5,NA,NA,NA,NA,0.2,61.9683809366906,0.723698155552317,1.39871688111845,-0.355278692868826,0.519993254028929,2.35125686420681,3.04452243772342,4.16659773955718,3.08712680726812,1,8.8968907356752,NA,108.902681520097,NA,NA,NA,NA,13.8454218511878,-0.725409482456086,6.21593599278223,35.6342968411827,14.9486051966378,25.2694182755833,NA,140.907608834643,179.889351860083,873.737292260201,1346.71265667012,NA,-2.30220829396186,-2.79451944395118,5.62453790264534,NA,1.86114349968597,1.79595772346322,0.695997545894218,4.08663463935057,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Marmosops pinheiroi",1,0,1,0,0,144.000720987401,553.650213654201,44.8541121550221,1.90878632873195,5.08846748932587,10.231,NA,NA,NA,NA,0.2,63.7518916834712,0.724858266092082,1.39871688111845,-0.420726115797949,0.6905614104872,2.44684412180491,3.19867311755068,3.76213936245553,3.13499783624566,10,13.2819051515302,NA,108.902681520097,NA,NA,NA,NA,13.1972732773592,-0.942185629242074,6.21593599278223,35.6342968411827,14.9486051966378,25.2694182755833,NA,141.826846254736,182.732771139977,874.869487713468,1349.59536344443,NA,-2.30220829396186,-2.79434936419263,5.41854129768452,NA,1.85656674759927,2.01925481314864,0.624896218401613,4.06425552969314,1.09861228866811,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Marmosops paulensis",1,0,1,0,0,380.92012706885,595.021219022555,64.63,1,1,13.15,NA,NA,NA,NA,0.2,88.9195210438897,0.511078865620766,1.44040726769536,-0.0354432520631421,1.99793186604737,3.09411383702093,3.89964673436009,3.80666248977032,4.63472898822964,5,11.2128088373294,NA,108.763072203872,NA,NA,NA,NA,13.5679842476781,-1.14476546177836,6.21593599278223,35.6342968411827,14.9486051966378,25.2694182755833,NA,138.257706952607,179.335787922998,888.688465920315,1359.24148132315,NA,-3.33408787693674,-2.80019252605641,5.50418856043792,NA,1.76903763770081,2.03502788340645,0.810332481455024,4.08624740610375,2.56494935746154,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Marmosops parvidens",1,0,1,0,0,148.748945482779,553.650213654201,47.374209367334,1.76235067406354,5.49540735834967,10.2065,NA,NA,NA,NA,0.2,64.9099191279211,0.707909376454053,1.39871688111845,-0.261064413984028,0.435393876065758,2.3507211841132,2.89037175789616,3.54074444425894,3.43576838966228,15,14.193505591068,NA,109.017985237399,1,7,2,NA,12.3937296286907,-0.560370344563001,6.21593599278223,35.6342968411827,14.9486051966378,25.2694182755833,NA,141.00458021013,182.387299934757,897.661977527868,1344.98450602539,NA,-1.63489940029766,-2.76502308304059,2.66722820658195,NA,1.81864069243355,2.05324845120382,0.671162155426945,4.02964942455379,1.94591014905531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Marmosops noctivagus",1,0,1,0,0,381.327542539445,506.159647165619,123.359580373228,2.24322705511784,4.49583333,11.75,NA,NA,NA,NA,0.2,99.3749843563128,0.387954195960063,0.959135411502703,0.158663388046449,1.38480007570872,3.19705116391279,3.61091791264422,4.04830062372069,4.34898678059568,19,14.5516331383368,NA,108.975723215164,1,NA,NA,NA,-0.99,-14.38,-7.69,-56.37,-78.05,-67.21,0.09,199.26,253.99,1477.51,1550.91,NA,-2.50093987218407,-2.7585946441654,2.58625914404829,NA,1.76355281212136,0.587786664902119,0.358615167403652,4.05851511066225,0.693147180559945,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Marmosops neblina",1,0,1,0,0,270.156394843885,589.972614843726,63.7131582551284,2,2.99583333,11.8,NA,NA,NA,NA,0.2,57.7135950163569,0.987618755092173,2.2512917986065,-0.751261203875891,0.574755583920254,2.46816431627893,3.55534806148941,4.04830062372069,4.34898678059568,12,13.6825387421286,NA,108.709174952147,NA,NA,NA,NA,12.6843106667702,-0.788680082285956,6.21593599278223,35.6342968411827,14.9486051966378,25.2694182755833,NA,141.70369914708,182.06206287101,878.792151143379,1343.59494651403,NA,-3.33156788483908,-2.80343665503853,5.09303325434679,NA,1.76945215333956,1.87945446406019,0.707972995976106,4.05665342989264,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Marmosops bishopi",1,0,1,0,0,167.156839165441,553.650213654201,58.6549150747096,2.1909793212411,4.50737172068108,10.346,NA,NA,NA,NA,0.2,62.9270962215561,0.909952537977221,1.39871688111845,-0.179497331129094,0.509980754422404,2.34963534441685,3.00815479355255,3.26956893918372,3.34286180464919,14,14.6141748292084,NA,108.882212881858,NA,NA,NA,NA,12.5747524597139,-0.635651711228422,6.21593599278223,35.6342968411827,14.9486051966378,25.2694182755833,NA,140.990318797552,183.126687103076,881.531141032541,1348.22824466055,NA,-2.30220829396186,-2.80136785625275,5.10632980351328,NA,1.7338437942424,2.04139336962743,0.723405140593422,4.05686891092051,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Marmosops impavidus",1,0,1,0,0,253.344026095859,589.972614843726,76.122105539386,2,2.99583333,11.6,NA,NA,NA,NA,0.2,66.2873214195285,1.17844688551735,2.2512917986065,-0.75279715456507,0.201912611964012,2.26455584374848,3.04452243772342,4.04830062372069,4.34898678059568,13,13.9072160175765,NA,108.637013316067,NA,NA,NA,NA,8.19,-10.27,-1.03,-65.38,-79.66,-72.52,0.11,199.1,227.51,1417.42,1513.91,NA,-3.33156788483908,-2.80091505881762,4.26277128957568,NA,1.62792131855526,3.33113250721387,0.120099922046515,4.04954046903142,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Marmosops incanus",1,0,1,0,0,409.768801479416,637.963907489092,64.63,1,7.97335660036432,14.475,NA,NA,NA,NA,0.2,90.291295342606,0.149985584241123,0.656305704548521,-0.00132972324317289,1.94049861766199,3.20046896836639,4.09234255955143,3.80666248977032,4.63472898822964,7,13.3132853059848,NA,108.760342853926,NA,NA,2,NA,12.8837855065727,-1.13676230820395,6.21593599278223,35.6342968411827,14.9486051966378,25.2694182755833,NA,141.843106647412,182.02450491425,892.568841578245,1352.3066054207,NA,-2.30220829396186,-2.79605688119583,5.46917687631484,NA,1.8068800355399,2.06786012108176,0.83160901648244,4.06048372771827,3.68887945411394,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Marmosops fuscatus",1,0,1,0,0,185.61,227.549459511107,64.63,1,2.49166667,13.225,NA,NA,NA,NA,0.2,41.5366103277424,0.292811439411031,1.69927861643389,-0.276571169606881,1.29612174187233,2.53310927147639,3.80999027986299,3.80666248977032,4.63472898822964,6,11.285716504958,NA,108.6665950496,NA,NA,2,NA,11.33,5.29,8.31,-60.51,-73.32,-66.91,0.1,99.22,218.42,1339.28,1712.56,NA,-4.58244222412052,-2.8025641251061,4.48379319982149,NA,1.38629436111989,4.7558290622732,2.07944154167984,4.0977313780153,0.693147180559945,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Marmosops dorothea",1,0,1,0,0,462.548887952457,540.622696776801,100.262266049668,2.48783819087893,7.29727101614761,13.6,NA,NA,NA,NA,0.2,95.3259616927901,0.416668310362877,0.511535028604133,-0.130119246914019,1.71688531659681,3.29577796386119,3.74360435380318,4.13082121344592,3.33017141302798,8.9098533121324,12.1780521064178,NA,108.865023823515,NA,NA,NA,NA,-14,-19.07,-16.54,-60.03,-67.32,-63.67,0.16,95.96,239.96,1257.19,1446.88,NA,-2.30220829396186,-2.79700266336601,5.3018335553211,NA,0,1.65822807660353,0,4.07509969828365,0.693147180559945,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Marmosops cracens",1,0,1,0,0,357.121320025152,637.963907489092,64.63,1,7.39270992847018,11.825,NA,NA,NA,NA,0.2,92.650315826481,0.40693949716143,0.998966233883845,0.288529390101281,1.32360874049423,2.58564749453752,3.28203839982584,3.80666248977032,4.63472898822964,0,4.74520806545649,NA,108.533279705138,NA,NA,NA,NA,11.34,10.64,10.99,-68.41,-69.54,-68.97,0.07,72.84,273.5,1168.85,1999.22,NA,-2.30220829396186,-2.78604721036838,5.60166425179591,NA,2.70805020110221,3.42946084693501,2.70805020110221,4.08654029542912,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Marmosops invictus",1,0,1,0,0,383.727305290821,518.402976695548,102.755813971007,1.53870931019773,2.325,11.3135,NA,NA,NA,NA,0.2,97.1176172132526,0.396184203398029,0.987041880767973,-0.170044199986672,1.15468975005744,3.09506694834768,3.37382618486602,4.36185872371847,3.58708852836607,2,9.93788499573525,NA,108.880888136101,NA,NA,2,NA,9.27,7.08,8.18,-77.22,-82.77,-80,0.06,210.58,254.29,1552.51,1695.42,NA,-3.33408787693674,-2.7739435324411,4.41735525840457,NA,1.09861228866811,3.53281026846405,1.09861228866811,4.08696881321552,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Metachirus nudicaudatus",1,0,1,0,0,380.774208926488,643.611536333854,106.523392530252,1.55,3,27.0345,NA,NA,1.144,308.15,0.5,68.4455943647756,0.198771462671203,1.6094379124341,-0.000684694349687224,2.77253380995288,4.4922881708758,6.08677472691231,5.85793315448346,6.17461909020583,57,16.1516699142885,NA,108.725825791674,1,9,2,NA,16.59,-27.26,-5.33,-37.9,-91.61,-64.76,0.13,162.56,242.98,1365.68,1539.31,NA,-3.25594939375227,-2.72471237341191,3.2422016501717,NA,1.24580177257256,2.99021709286588,0.0570316717113889,4.08204933309041,4.00733318523247,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Micoureus demerarae",1,0,1,0,0,323.13,274.196723945744,50.2492236551406,1.36862232845741,2.325,16.86,NA,NA,NA,NA,0.2,59.0787457850078,0.386746782041435,2.03405183938103,-0.220370573916168,0.888771074663447,3.10525253401613,4.56434819146784,4.7497168445684,4.96144504990548,10.8990137386586,12.7697437578572,NA,108.89378292513,NA,11,3,NA,10.41,-27.45,-8.52,-34.79,-77.93,-56.36,0.11,153.67,242.73,1302.74,1531.63,NA,-3.27803173806024,-2.77337750890847,3.27260614728917,NA,1.36002430110889,2.96475746925456,0.000286242527061696,4.07477108059706,4.07753744390572,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Micoureus regina",1,0,1,0,0,430.120378857506,506.159647165619,85.4169954644195,1.71550535545475,1,15.1,NA,NA,NA,NA,0.2,96.7746413418449,0.46116122543075,1.17596407692274,-0.187669288293586,1.77652650736712,3.77249850944047,4.21950770517611,4.37802262570081,3.63660041027464,11.9820501493886,11.6547928530844,NA,108.867753173461,NA,NA,NA,NA,4.96,-14.24,-4.64,-68.81,-78.05,-73.43,0.12,197.15,235.89,1445.65,1497.13,NA,-3.33408787693674,-2.79395254826539,4.2825494034078,NA,1.6785824586179,2.83144707924613,0.451237634699927,4.07580655163526,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Micoureus paraguayanus",1,0,1,0,0,252.885,182.64,91.32,2,2.90833333,21,NA,NA,NA,NA,0.4,14,0.200026496679144,2.06115027170758,-0.578093770191355,0.918592253937223,3.99264951246224,5.89522893922716,6.195221384622,6.38232350282678,16.2932670413675,12.6172335183008,NA,20.778959779784,NA,11,3,NA,13.1385675440412,-0.727413224219757,6.21593599278223,35.6342968411827,14.9486051966378,25.2694182755833,NA,118.336739761847,172.545381989123,874.660449825577,1363.36324008167,NA,-3.3288424489777,-2.7474394926331,3.42816382989197,NA,1.69620692602195,2.00279499891194,0.718666140709692,4.06093212156685,3.3322045101752,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Micoureus constantiae",1,0,1,0,0,282.066735561566,540.622696776801,34.7061776456312,2.15937837650102,4.70775851738766,15,NA,NA,NA,NA,0.2,67.5715808510223,0.700535956680498,2.07944154167984,-0.224465403533946,0.928131726290173,3.01256798838561,4.29045944114839,4.3442438652793,3.67411109605261,7.12626793452931,12.5220288790686,NA,108.817384921377,NA,15,NA,NA,-16.95,-23.99,-20.47,-55.04,-64.1,-59.57,0.08,89.78,234.8,1071.17,1414.58,NA,-2.30220829396186,-2.79251918550507,5.41598782974989,NA,1.7217235967539,1.51951320490611,0.0311255757355125,4.07580655163526,2.07944154167984,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Micoureus alstoni",1,0,1,0,0,538.582003867256,540.622696776801,80.3702636155806,1.80410529723543,3.02665509251723,19.625,NA,NA,NA,NA,0.2,93.9644376975127,0.289939644801087,0.652270726457977,-0.039375547752096,2.4150867354485,4.96444706805105,5.52146091786225,4.58111187804488,4.83726791302757,10.3593969974708,11.5041547870739,NA,108.865023823515,NA,NA,NA,NA,17.19,9.39,13.29,-82.79,-89.21,-86,0.2,209.32,230.63,1387.21,1651.01,NA,-2.30159638474231,-2.78833635025348,4.73998578796152,NA,0.693147180559945,3.65893557774086,1.09861228866811,4.07655088239385,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Micoureus phaeus",1,0,1,0,0,500.889845323854,540.622696776801,70.9989871728589,1.34646455293472,2.6602225417365,13.7,NA,NA,NA,NA,0.2,86.8810489675876,0.347953807430664,1.08313143067453,-0.0877052185310181,1.93891327956225,3.78491888178619,4.24856666806989,4.33693200824808,4.14048967621475,9.78007966692399,11.0740801084296,NA,108.937185459595,NA,NA,NA,NA,13.1385675440412,-0.727413224219757,6.21593599278223,35.6342968411827,14.9486051966378,25.2694182755833,NA,118.336739761847,172.545381989123,874.672357165762,1349.46602972536,NA,-2.30220829396186,-2.79762528925249,5.4206862814928,NA,1.83577107322661,1.70897309945289,0.660153349177122,4.07509969828365,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Monodelphis emiliae",1,0,1,0,0,306.397690706787,540.622696776801,84.7053908454611,2.2183198021387,3.10176894341139,14.614,NA,NA,NA,NA,0.5,96.6859362311518,0.371311648593766,1.50999400574791,-0.129928845346681,1.73086310938257,3.65260334757848,3.95756982038412,4.12718156810533,3.87179490904978,12,13.9458678644184,NA,108.878158786155,NA,NA,3,NA,-1.76,-11.99,-6.87,-49.4,-73.92,-61.66,0.1,189.57,254.85,1496.95,1593.36,NA,-2.30220829396186,-2.78014102357329,4.33943158745185,NA,1.78661621648499,0.53062825106217,0.295142594387803,4.04239958664776,1.6094379124341,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Monodelphis osgoodi",1,0,1,0,0,336.981670148896,554.264855147716,78.4153851292075,1.46562649014619,2.50726400351455,9.5,NA,NA,NA,NA,0.5,77.85439357454,0.341334020670501,1.37660583670315,-0.0987806793638235,1.7690368872217,3.70062786253828,4.14313472639153,4.52282305745313,3.92519336073575,5,11.4953862435481,NA,108.878158786155,NA,NA,3,NA,-16.08,-19.14,-17.61,-64.51,-66.9,-65.71,0.23,65.93,167.27,908.15,1354.6,NA,-2.30220829396186,-2.7959772099603,6.30036178634699,NA,1.09861228866811,3.1280754605417,1.38629436111989,4.10796188072394,0.693147180559945,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Monodelphis umbristriata",1,0,1,0,0,372.868325442253,540.622696776801,73.2928509929918,1.49928488132045,3.84826372704621,13.4,NA,NA,NA,NA,0.5,84.732595319514,0.410874307819855,1.64605782946963,-0.120848068977456,1.96417715358501,3.39440886170171,3.8177123259569,4.17851208583719,3.34360227629068,9.93786461644729,11.6538426535126,NA,108.937185459595,NA,NA,NA,NA,13.1385675440412,-0.727413224219757,6.21593599278223,35.6342968411827,14.9486051966378,25.2694182755833,NA,118.336739761847,172.545381989123,870.500239803333,1350.39482397554,NA,-2.30220829396186,-2.80066705529151,5.53035937569818,NA,1.77851045960433,1.75374945576193,0.679585416585022,4.07524633337716,1.09861228866811,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Monodelphis theresa",1,0,1,0,0,404.475570705054,555.682764515157,83.3171502419158,1.39191145290856,1.03806293373319,8.642,NA,NA,NA,NA,0.5,83.1746395622069,0.333038521793283,1.14013430488791,-0.0450592487007666,1.83873546783056,4.01712182509283,4.71849887129509,4.32353137367299,4.68733929519901,10.215758897209,12.2792354696616,NA,108.865023823515,NA,NA,3,NA,-7.75,-22.77,-15.26,-40.19,-77.49,-58.84,0.07,135.65,190.07,1213.37,1384.34,NA,-2.30220829396186,-2.79754092509716,5.22392687000709,NA,0.693147180559945,4.63705637485041,1.79175946922805,4.06793327974587,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Monodelphis sorex",1,0,1,0,0,323.341922848479,615.167303872084,91.6841867174838,1,0.66666667,12,NA,NA,NA,NA,0.5,85.5311360489762,0.318121509739259,1.65734278222918,0.533331423132542,1.81289461738475,3.5849997135785,3.87120101090789,4.15722600063375,4.03077748896911,7.16913225881105,12.6322093558441,NA,108.691985893804,NA,25,3,NA,-18.45,-30.25,-24.35,-41.35,-56.12,-48.74,0.05,133.52,196.04,1189.8,1297.78,NA,-3.33408787693674,-2.79222062113341,4.96963090250007,NA,1.09861228866811,4.62458057950791,2.19722457733622,4.07609753656183,0.693147180559945,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Monodelphis scalops",1,0,1,0,0,296.945459076671,506.159647165619,83.338676167132,1.95405614642152,4.1,12.088,NA,NA,NA,NA,0.5,83.824125014252,0.386884279537944,1.18559310348067,-0.158811706436258,1.3051055768831,3.17321365991746,3.55534806148941,4.33932759131354,3.71858555077949,5,12.7742031133376,NA,108.880888136101,NA,NA,3,NA,-21.92,-28.08,-25,-41.41,-56.11,-48.76,0.06,142.13,184.19,1213.65,1274.14,NA,-3.31002291196264,-2.80409410256622,5.22332625832481,NA,1.6094379124341,5.44423424144819,2.484906649788,4.0776751739383,1.09861228866811,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Monodelphis rubida",1,0,1,0,0,372.868325442253,540.622696776801,82.6191345159467,1.86441796205645,1.99709565072412,13.4,NA,NA,NA,NA,0.5,85.0648528219176,0.410874307819855,1.50586866855538,-0.0840749100394816,1.8244079065603,3.39440886170171,3.8177123259569,4.14644688132469,3.34360227629068,8.1235407611512,12.5809094520629,NA,108.865023823515,NA,NA,3,NA,-17.93,-24.18,-21.05,-44.92,-52.75,-48.84,0.07,128.16,212.63,1206.67,1374.77,NA,-2.30220829396186,-2.80242373851604,5.20383543302414,NA,0.693147180559945,4.27374519058839,1.38629436111989,4.07524633337716,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Monodelphis palliolata",1,0,1,0,0,352.884868394467,655.289140175977,73.8736647507985,1.0820964529719,2.07049417752005,14.568282626911,NA,NA,NA,NA,0.5,90.7391863115654,0.334880507864839,1.37588676901083,-0.172687513033827,1.89684415184011,3.69417517450561,4.1196873698939,3.81981062698177,4.12844382701386,8,11.6588062777284,NA,108.85323809663,NA,NA,NA,NA,13.3723017689752,-1.08358294804794,6.21593599278223,35.6342968411827,14.9486051966378,25.2694182755833,NA,141.198027358726,177.26163601214,876.849496247269,1346.88079263776,NA,-1.99556900722048,-2.81551629142089,5.62334535523172,NA,1.87329715099669,1.91677772663749,0.702089621887467,3.99169111728195,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Monodelphis unistriata",1,0,1,0,0,336.352239486129,540.622696776801,80.20336914754,2.57396997588298,1.64181486806245,14,NA,NA,NA,NA,0.5,84.433530381953,0.366717639333981,1.402948177362,-0.123400323116981,1.79263356938898,3.65260334757848,4.01277290852829,4.66815175553245,3.98411191533055,2,6.02947870436528,NA,108.878158786155,NA,NA,3,NA,-24.1,-24.13,-24.11,-49.31,-49.34,-49.32,0.08,107,179,1210,1214,NA,-2.30220829396186,-2.80017880670028,5.75287228974649,NA,3.25809653802148,3.25809653802148,3.25809653802148,4.08345777827215,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Monodelphis kunsi",1,0,1,0,0,379.18191196175,557.414784381751,79.926740607081,1.57207449664425,3.4121502335278,7.1,NA,NA,NA,NA,0.5,88.0289673116402,0.550008400640845,1.39049627836414,-0.0742073250122236,0.481392929296464,2.69785767012746,2.46809953147162,3.44993315167896,2.63313281962559,11,14.0008911358599,NA,108.878158786155,NA,NA,3,NA,-12.34,-23.49,-17.92,-46.06,-67.05,-56.55,0.15,109.66,227.39,1201.13,1469.53,NA,-2.30220829396186,-2.80099974882808,5.34001280120798,NA,-0.112406592040466,2.43886271128659,0,4.03616526117187,1.6094379124341,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Monodelphis glirina",1,0,1,0,0,183.595,180,44.4966018260008,1.5,3.9,15.906,NA,NA,NA,NA,0.5,52.0507251311318,0.374426578351975,1.96290772542388,-0.672946197187978,1.27758937275512,3.53296978428627,4.49980967033027,4.17564181463458,4.43438186500781,18,14.3074570300893,NA,108.895413709399,NA,NA,NA,NA,11.9024499429654,-0.118037094298085,6.21593599278223,35.6342968411827,14.9486051966378,25.2694182755833,NA,141.416487959492,182.776251335908,871.890850169976,1346.41465575835,NA,-3.31002291196264,-2.8320268168109,5.12135550695142,NA,1.86354401464108,2.09402459642185,0.623143708673795,4.03883202805605,1.94591014905531,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Monodelphis domestica",1,0,1,0,0,137.1,122,51.245,4,5.55,16.955,NA,NA,0.335,305.75,0.5,14.775,0.0342,2.19722457733622,-1.93501827149738,-2.3538783873816,3.02771531940704,4.60517018598809,4.49980967033027,4.60517018598809,16,15.2293350400413,NA,14.55,1,NA,3,NA,-2.1,-26.16,-14.13,-34.79,-63.51,-49.15,0.07,106.53,229.86,1100.4,1394.65,NA,-4.62915215217094,-2.85490080913856,5.99146454710798,NA,1.54746228056946,4.06508738115498,0.341291441886748,2.19611284848353,7.13249755166004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Monodelphis dimidiata",1,0,1,0,0,304.4,365.422878405968,55.68,1,1,9.96,NA,NA,NA,NA,0.5,28.8922844380443,0.0251346499102334,2.63905732961526,-0.0877060327525412,-2.52572864430826,2.27261662568358,3.79683659561903,3.62434093297637,4.40671924726425,9,14.4739947442355,NA,108.944714463163,NA,NA,2,NA,-22.09,-38.97,-30.53,-48.56,-64.87,-56.72,0.07,84.21,178.34,919.96,1095.53,NA,-4.62909042454591,-2.82618996262352,5.29831736654804,NA,-0.238448380493214,3.42426265459315,0,2.74964617573223,2.89037175789616,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Monodelphis brevicaudata",1,0,1,0,0,183.595,180,46.5789635368359,1.5,3.9,15.906,NA,NA,0.366,306.85,0.5,54.6953392586161,0.374426578351975,1.96290772542388,-0.525803665129005,1.27758937275512,3.53296978428627,4.49980967033027,4.15724996091297,4.43438186500781,18,14.4189100113806,NA,108.786799887739,1,NA,2,NA,11.8009120460106,-0.134072585608337,6.21593599278223,35.6342968411827,14.9486051966378,25.2694182755833,NA,141.391257967255,182.572532745854,889.719037273348,1339.86325063708,NA,-3.82286651493217,-2.80696610317082,3.90821576708519,NA,1.82832776536409,2.25867393952608,0.600927331061676,4.04945601354414,2.30258509299405,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
